execution_id,robot,items,time_per_item,start_window,end_window,completed
1021,R1021,3,4,2025-02-27 08:25,2025-02-27 08:30,False
1022,R1022,2,4,2025-02-27 08:30,2025-02-27 08:45,False
1023,R1023,1,5,2025-02-27 08:45,2025-02-27 09:00,False
1024,R1024,2,2,2025-02-27 09:00,2025-02-27 09:10,False
1025,R1025,2,1,2025-02-27 09:10,2025-02-27 09:20,False
1026,R1026,3,3,2025-02-27 09:20,2025-02-27 09:35,False
1027,R1027,1,4,2025-02-27 09:35,2025-02-27 09:50,False
1028,R1028,1,3,2025-02-27 09:50,2025-02-27 10:00,False
1029,R1029,3,1,2025-02-27 10:00,2025-02-27 10:05,False
1030,R1030,2,4,2025-02-27 10:05,2025-02-27 10:15,False
1031,R1031,2,4,2025-02-27 10:15,2025-02-27 10:30,False
1032,R1032,2,3,2025-02-27 10:30,2025-02-27 10:45,False
1033,R1033,1,4,2025-02-27 10:45,2025-02-27 11:00,False
1034,R1034,1,2,2025-02-27 11:00,2025-02-27 11:05,False
1035,R1035,3,4,2025-02-27 11:05,2025-02-27 11:10,False
1036,R1036,3,5,2025-02-27 11:10,2025-02-27 11:25,False
1037,R1037,1,3,2025-02-27 11:25,2025-02-27 11:35,False
1038,R1038,1,4,2025-02-27 11:35,2025-02-27 11:45,False
1039,R1039,1,5,2025-02-27 11:45,2025-02-27 12:00,False
1040,R1040,2,5,2025-02-27 12:00,2025-02-27 12:15,False
1041,R1041,2,4,2025-02-27 12:15,2025-02-27 12:20,False
1042,R1042,3,1,2025-02-27 12:20,2025-02-27 12:30,False
1043,R1043,3,1,2025-02-27 12:30,2025-02-27 12:45,False
1044,R1044,1,3,2025-02-27 12:45,2025-02-27 12:50,False
1045,R1045,3,5,2025-02-27 12:50,2025-02-27 13:05,False
1046,R1046,3,1,2025-02-27 13:05,2025-02-27 13:20,False
1047,R1047,1,1,2025-02-27 13:20,2025-02-27 13:30,False
1048,R1048,1,5,2025-02-27 13:30,2025-02-27 13:45,False
1049,R1049,2,1,2025-02-27 13:45,2025-02-27 13:55,False
1050,R1050,3,4,2025-02-27 13:55,2025-02-27 14:05,False
1051,R1051,2,5,2025-02-27 14:05,2025-02-27 14:15,False
1052,R1052,1,4,2025-02-27 14:15,2025-02-27 14:30,False
1053,R1053,3,4,2025-02-27 14:30,2025-02-27 14:45,False
1054,R1054,2,2,2025-02-27 14:45,2025-02-27 15:00,False
1055,R1055,2,4,2025-02-27 15:00,2025-02-27 15:15,False
1056,R1056,3,3,2025-02-27 15:15,2025-02-27 15:30,False
1057,R1057,1,5,2025-02-27 15:30,2025-02-27 15:40,False
1058,R1058,1,1,2025-02-27 15:40,2025-02-27 15:45,False
1059,R1059,1,3,2025-02-27 15:45,2025-02-27 15:55,False
1060,R1060,2,1,2025-02-27 15:55,2025-02-27 16:05,False
1061,R1061,2,5,2025-02-27 16:05,2025-02-27 16:15,False
1062,R1062,2,2,2025-02-27 16:15,2025-02-27 16:30,False
1063,R1063,2,2,2025-02-27 16:30,2025-02-27 16:40,False
1064,R1064,2,1,2025-02-27 16:40,2025-02-27 16:45,False
1065,R1065,2,5,2025-02-27 16:45,2025-02-27 17:00,False
1066,R1066,2,1,2025-02-27 17:00,2025-02-27 17:05,False
1067,R1067,2,3,2025-02-27 17:05,2025-02-27 17:10,False
1068,R1068,3,4,2025-02-27 17:10,2025-02-27 17:20,False
1069,R1069,3,3,2025-02-27 17:20,2025-02-27 17:25,False
1070,R1070,2,5,2025-02-27 17:25,2025-02-27 17:40,False
1071,R1071,2,1,2025-02-27 17:40,2025-02-27 17:45,False
1072,R1072,2,1,2025-02-27 17:45,2025-02-27 17:50,False
1073,R1073,2,5,2025-02-27 17:50,2025-02-27 17:55,False
1074,R1074,1,1,2025-02-27 17:55,2025-02-27 18:05,False
1075,R1075,2,3,2025-02-27 18:05,2025-02-27 18:10,False
1076,R1076,2,3,2025-02-27 18:10,2025-02-27 18:20,False
1077,R1077,1,2,2025-02-27 18:20,2025-02-27 18:30,False
1078,R1078,3,2,2025-02-27 18:30,2025-02-27 18:40,False
1079,R1079,2,1,2025-02-27 18:40,2025-02-27 18:55,False
1080,R1080,3,3,2025-02-27 18:55,2025-02-27 19:05,False
1081,R1081,2,2,2025-02-27 19:05,2025-02-27 19:15,False
1082,R1082,3,5,2025-02-27 19:15,2025-02-27 19:25,False
1083,R1083,3,4,2025-02-27 19:25,2025-02-27 19:40,False
1084,R1084,2,5,2025-02-27 19:40,2025-02-27 19:50,False
1085,R1085,3,3,2025-02-27 19:50,2025-02-27 19:55,False
1086,R1086,3,3,2025-02-27 19:55,2025-02-27 20:10,False
1087,R1087,1,2,2025-02-27 20:10,2025-02-27 20:25,False
1088,R1088,2,1,2025-02-27 20:25,2025-02-27 20:30,False
1089,R1089,1,5,2025-02-27 20:30,2025-02-27 20:40,False
1090,R1090,1,2,2025-02-27 20:40,2025-02-27 20:55,False
1091,R1091,2,3,2025-02-27 20:55,2025-02-27 21:00,False
1092,R1092,2,4,2025-02-27 21:00,2025-02-27 21:15,False
1093,R1093,1,5,2025-02-27 21:15,2025-02-27 21:30,False
1094,R1094,3,1,2025-02-27 21:30,2025-02-27 21:40,False
1095,R1095,3,2,2025-02-27 21:40,2025-02-27 21:45,False
1096,R1096,3,1,2025-02-27 21:45,2025-02-27 21:55,False
1097,R1097,1,3,2025-02-27 21:55,2025-02-27 22:05,False
1098,R1098,3,1,2025-02-27 22:05,2025-02-27 22:10,False
1099,R1099,2,5,2025-02-27 22:10,2025-02-27 22:25,False
1100,R1100,2,5,2025-02-27 22:25,2025-02-27 22:40,False
1101,R1101,3,3,2025-02-27 22:40,2025-02-27 22:50,False
1102,R1102,1,2,2025-02-27 22:50,2025-02-27 22:55,False
1103,R1103,2,4,2025-02-27 22:55,2025-02-27 23:00,False
1104,R1104,1,3,2025-02-27 23:00,2025-02-27 23:05,False
1105,R1105,3,5,2025-02-27 23:05,2025-02-27 23:10,False
1106,R1106,3,5,2025-02-27 23:10,2025-02-27 23:15,False
1107,R1107,3,3,2025-02-27 23:15,2025-02-27 23:25,False
1108,R1108,2,1,2025-02-27 23:25,2025-02-27 23:30,False
1109,R1109,1,1,2025-02-27 23:30,2025-02-27 23:45,False
1110,R1110,2,1,2025-02-27 23:45,2025-02-27 23:55,False
1111,R1111,1,3,2025-02-27 23:55,2025-02-28 00:00,False
1112,R1112,2,1,2025-02-28 00:00,2025-02-28 00:10,False
1113,R1113,3,2,2025-02-28 00:10,2025-02-28 00:15,False
1114,R1114,2,5,2025-02-28 00:15,2025-02-28 00:25,False
1115,R1115,2,5,2025-02-28 00:25,2025-02-28 00:40,False
1116,R1116,3,1,2025-02-28 00:40,2025-02-28 00:50,False
1117,R1117,2,5,2025-02-28 00:50,2025-02-28 00:55,False
1118,R1118,1,2,2025-02-28 00:55,2025-02-28 01:05,False
1119,R1119,3,3,2025-02-28 01:05,2025-02-28 01:10,False
1120,R1120,3,4,2025-02-28 01:10,2025-02-28 01:25,False
1121,R1121,2,4,2025-02-28 01:25,2025-02-28 01:40,False
1122,R1122,2,1,2025-02-28 01:40,2025-02-28 01:50,False
1123,R1123,3,2,2025-02-28 01:50,2025-02-28 02:00,False
1124,R1124,2,5,2025-02-28 02:00,2025-02-28 02:10,False
1125,R1125,1,4,2025-02-28 02:10,2025-02-28 02:25,False
1126,R1126,3,1,2025-02-28 02:25,2025-02-28 02:35,False
1127,R1127,3,4,2025-02-28 02:35,2025-02-28 02:50,False
1128,R1128,1,5,2025-02-28 02:50,2025-02-28 03:05,False
1129,R1129,3,2,2025-02-28 03:05,2025-02-28 03:10,False
1130,R1130,3,2,2025-02-28 03:10,2025-02-28 03:15,False
1131,R1131,2,3,2025-02-28 03:15,2025-02-28 03:30,False
1132,R1132,3,1,2025-02-28 03:30,2025-02-28 03:45,False
1133,R1133,2,5,2025-02-28 03:45,2025-02-28 04:00,False
1134,R1134,1,3,2025-02-28 04:00,2025-02-28 04:05,False
1135,R1135,3,2,2025-02-28 04:05,2025-02-28 04:15,False
1136,R1136,1,1,2025-02-28 04:15,2025-02-28 04:20,False
1137,R1137,2,3,2025-02-28 04:20,2025-02-28 04:25,False
1138,R1138,1,1,2025-02-28 04:25,2025-02-28 04:40,False
1139,R1139,3,5,2025-02-28 04:40,2025-02-28 04:45,False
1140,R1140,1,2,2025-02-28 04:45,2025-02-28 05:00,False
1141,R1141,1,1,2025-02-28 05:00,2025-02-28 05:15,False
1142,R1142,1,1,2025-02-28 05:15,2025-02-28 05:25,False
1143,R1143,1,3,2025-02-28 05:25,2025-02-28 05:35,False
1144,R1144,1,4,2025-02-28 05:35,2025-02-28 05:50,False
1145,R1145,2,2,2025-02-28 05:50,2025-02-28 05:55,False
1146,R1146,2,4,2025-02-28 05:55,2025-02-28 06:10,False
1147,R1147,1,3,2025-02-28 06:10,2025-02-28 06:25,False
1148,R1148,1,5,2025-02-28 06:25,2025-02-28 06:35,False
1149,R1149,2,2,2025-02-28 06:35,2025-02-28 06:40,False
1150,R1150,2,2,2025-02-28 06:40,2025-02-28 06:45,False
1151,R1151,3,5,2025-02-28 06:45,2025-02-28 06:55,False
1152,R1152,3,4,2025-02-28 06:55,2025-02-28 07:10,False
1153,R1153,1,1,2025-02-28 07:10,2025-02-28 07:20,False
1154,R1154,1,5,2025-02-28 07:20,2025-02-28 07:25,False
1155,R1155,1,4,2025-02-28 07:25,2025-02-28 07:35,False
1156,R1156,1,2,2025-02-28 07:35,2025-02-28 07:50,False
1157,R1157,1,3,2025-02-28 07:50,2025-02-28 07:55,False
1158,R1158,1,1,2025-02-28 07:55,2025-02-28 08:05,False
1159,R1159,3,3,2025-02-28 08:05,2025-02-28 08:15,False
1160,R1160,2,3,2025-02-28 08:15,2025-02-28 08:20,False
1161,R1161,1,5,2025-02-28 08:20,2025-02-28 08:30,False
1162,R1162,1,2,2025-02-28 08:30,2025-02-28 08:40,False
1163,R1163,1,3,2025-02-28 08:40,2025-02-28 08:50,False
1164,R1164,2,1,2025-02-28 08:50,2025-02-28 09:05,False
1165,R1165,3,1,2025-02-28 09:05,2025-02-28 09:15,False
1166,R1166,3,2,2025-02-28 09:15,2025-02-28 09:20,False
1167,R1167,3,4,2025-02-28 09:20,2025-02-28 09:30,False
1168,R1168,3,5,2025-02-28 09:30,2025-02-28 09:40,False
1169,R1169,3,3,2025-02-28 09:40,2025-02-28 09:50,False
1170,R1170,2,1,2025-02-28 09:50,2025-02-28 09:55,False
1171,R1171,1,1,2025-02-28 09:55,2025-02-28 10:05,False
1172,R1172,1,5,2025-02-28 10:05,2025-02-28 10:10,False
1173,R1173,1,3,2025-02-28 10:10,2025-02-28 10:15,False
1174,R1174,3,4,2025-02-28 10:15,2025-02-28 10:25,False
1175,R1175,1,3,2025-02-28 10:25,2025-02-28 10:40,False
1176,R1176,2,4,2025-02-28 10:40,2025-02-28 10:55,False
1177,R1177,2,4,2025-02-28 10:55,2025-02-28 11:10,False
1178,R1178,1,5,2025-02-28 11:10,2025-02-28 11:25,False
1179,R1179,1,4,2025-02-28 11:25,2025-02-28 11:40,False
1180,R1180,3,4,2025-02-28 11:40,2025-02-28 11:50,False
1181,R1181,3,3,2025-02-28 11:50,2025-02-28 12:05,False
1182,R1182,1,3,2025-02-28 12:05,2025-02-28 12:10,False
1183,R1183,3,4,2025-02-28 12:10,2025-02-28 12:15,False
1184,R1184,1,2,2025-02-28 12:15,2025-02-28 12:25,False
1185,R1185,1,2,2025-02-28 12:25,2025-02-28 12:40,False
1186,R1186,3,1,2025-02-28 12:40,2025-02-28 12:55,False
1187,R1187,2,4,2025-02-28 12:55,2025-02-28 13:10,False
1188,R1188,3,4,2025-02-28 13:10,2025-02-28 13:20,False
1189,R1189,3,3,2025-02-28 13:20,2025-02-28 13:25,False
1190,R1190,3,1,2025-02-28 13:25,2025-02-28 13:30,False
1191,R1191,3,3,2025-02-28 13:30,2025-02-28 13:45,False
1192,R1192,3,3,2025-02-28 13:45,2025-02-28 13:50,False
1193,R1193,2,5,2025-02-28 13:50,2025-02-28 13:55,False
1194,R1194,3,1,2025-02-28 13:55,2025-02-28 14:10,False
1195,R1195,1,4,2025-02-28 14:10,2025-02-28 14:20,False
1196,R1196,1,5,2025-02-28 14:20,2025-02-28 14:25,False
1197,R1197,3,1,2025-02-28 14:25,2025-02-28 14:40,False
1198,R1198,3,4,2025-02-28 14:40,2025-02-28 14:45,False
1199,R1199,1,5,2025-02-28 14:45,2025-02-28 15:00,False
1200,R1200,3,1,2025-02-28 15:00,2025-02-28 15:15,False
1201,R1201,2,2,2025-02-28 15:15,2025-02-28 15:30,False
1202,R1202,3,4,2025-02-28 15:30,2025-02-28 15:45,False
1203,R1203,3,4,2025-02-28 15:45,2025-02-28 15:55,False
1204,R1204,1,5,2025-02-28 15:55,2025-02-28 16:00,False
1205,R1205,1,3,2025-02-28 16:00,2025-02-28 16:15,False
1206,R1206,1,1,2025-02-28 16:15,2025-02-28 16:20,False
1207,R1207,2,3,2025-02-28 16:20,2025-02-28 16:30,False
1208,R1208,2,4,2025-02-28 16:30,2025-02-28 16:40,False
1209,R1209,3,1,2025-02-28 16:40,2025-02-28 16:55,False
1210,R1210,2,2,2025-02-28 16:55,2025-02-28 17:00,False
1211,R1211,2,3,2025-02-28 17:00,2025-02-28 17:05,False
1212,R1212,1,1,2025-02-28 17:05,2025-02-28 17:20,False
1213,R1213,1,3,2025-02-28 17:20,2025-02-28 17:30,False
1214,R1214,2,2,2025-02-28 17:30,2025-02-28 17:40,False
1215,R1215,1,2,2025-02-28 17:40,2025-02-28 17:45,False
1216,R1216,2,1,2025-02-28 17:45,2025-02-28 17:55,False
1217,R1217,3,1,2025-02-28 17:55,2025-02-28 18:00,False
1218,R1218,3,3,2025-02-28 18:00,2025-02-28 18:15,False
1219,R1219,2,2,2025-02-28 18:15,2025-02-28 18:25,False
1220,R1220,3,4,2025-02-28 18:25,2025-02-28 18:40,False
1221,R1221,2,4,2025-02-28 18:40,2025-02-28 18:55,False
1222,R1222,1,5,2025-02-28 18:55,2025-02-28 19:10,False
1223,R1223,1,5,2025-02-28 19:10,2025-02-28 19:25,False
1224,R1224,2,3,2025-02-28 19:25,2025-02-28 19:35,False
1225,R1225,1,2,2025-02-28 19:35,2025-02-28 19:50,False
1226,R1226,2,1,2025-02-28 19:50,2025-02-28 20:05,False
1227,R1227,2,5,2025-02-28 20:05,2025-02-28 20:20,False
1228,R1228,2,1,2025-02-28 20:20,2025-02-28 20:35,False
1229,R1229,3,4,2025-02-28 20:35,2025-02-28 20:45,False
1230,R1230,1,1,2025-02-28 20:45,2025-02-28 21:00,False
1231,R1231,1,3,2025-02-28 21:00,2025-02-28 21:05,False
1232,R1232,3,2,2025-02-28 21:05,2025-02-28 21:15,False
1233,R1233,3,3,2025-02-28 21:15,2025-02-28 21:30,False
1234,R1234,3,3,2025-02-28 21:30,2025-02-28 21:35,False
1235,R1235,3,1,2025-02-28 21:35,2025-02-28 21:40,False
1236,R1236,2,3,2025-02-28 21:40,2025-02-28 21:55,False
1237,R1237,2,3,2025-02-28 21:55,2025-02-28 22:10,False
1238,R1238,3,5,2025-02-28 22:10,2025-02-28 22:25,False
1239,R1239,3,5,2025-02-28 22:25,2025-02-28 22:40,False
1240,R1240,1,2,2025-02-28 22:40,2025-02-28 22:55,False
1241,R1241,1,4,2025-02-28 22:55,2025-02-28 23:05,False
1242,R1242,1,2,2025-02-28 23:05,2025-02-28 23:20,False
1243,R1243,1,3,2025-02-28 23:20,2025-02-28 23:35,False
1244,R1244,3,3,2025-02-28 23:35,2025-02-28 23:45,False
1245,R1245,1,2,2025-02-28 23:45,2025-02-28 23:50,False
1246,R1246,1,1,2025-02-28 23:50,2025-02-28 23:55,False
1247,R1247,2,1,2025-02-28 23:55,2025-03-01 00:00,False
1248,R1248,2,1,2025-03-01 00:00,2025-03-01 00:10,False
1249,R1249,1,4,2025-03-01 00:10,2025-03-01 00:20,False
1250,R1250,1,2,2025-03-01 00:20,2025-03-01 00:35,False
1251,R1251,1,4,2025-03-01 00:35,2025-03-01 00:45,False
1252,R1252,1,2,2025-03-01 00:45,2025-03-01 00:55,False
1253,R1253,1,1,2025-03-01 00:55,2025-03-01 01:10,False
1254,R1254,3,2,2025-03-01 01:10,2025-03-01 01:25,False
1255,R1255,1,4,2025-03-01 01:25,2025-03-01 01:35,False
1256,R1256,3,1,2025-03-01 01:35,2025-03-01 01:45,False
1257,R1257,1,2,2025-03-01 01:45,2025-03-01 01:55,False
1258,R1258,3,2,2025-03-01 01:55,2025-03-01 02:05,False
1259,R1259,3,3,2025-03-01 02:05,2025-03-01 02:10,False
1260,R1260,1,1,2025-03-01 02:10,2025-03-01 02:15,False
1261,R1261,3,3,2025-03-01 02:15,2025-03-01 02:30,False
1262,R1262,1,1,2025-03-01 02:30,2025-03-01 02:35,False
1263,R1263,3,5,2025-03-01 02:35,2025-03-01 02:45,False
1264,R1264,2,2,2025-03-01 02:45,2025-03-01 02:55,False
1265,R1265,2,4,2025-03-01 02:55,2025-03-01 03:10,False
1266,R1266,2,4,2025-03-01 03:10,2025-03-01 03:25,False
1267,R1267,1,5,2025-03-01 03:25,2025-03-01 03:40,False
1268,R1268,3,3,2025-03-01 03:40,2025-03-01 03:55,False
1269,R1269,2,3,2025-03-01 03:55,2025-03-01 04:05,False
1270,R1270,1,5,2025-03-01 04:05,2025-03-01 04:15,False
1271,R1271,3,5,2025-03-01 04:15,2025-03-01 04:30,False
1272,R1272,1,4,2025-03-01 04:30,2025-03-01 04:35,False
1273,R1273,3,5,2025-03-01 04:35,2025-03-01 04:40,False
1274,R1274,3,4,2025-03-01 04:40,2025-03-01 04:55,False
1275,R1275,3,1,2025-03-01 04:55,2025-03-01 05:00,False
1276,R1276,3,5,2025-03-01 05:00,2025-03-01 05:10,False
1277,R1277,1,4,2025-03-01 05:10,2025-03-01 05:20,False
1278,R1278,2,1,2025-03-01 05:20,2025-03-01 05:35,False
1279,R1279,2,4,2025-03-01 05:35,2025-03-01 05:50,False
1280,R1280,2,4,2025-03-01 05:50,2025-03-01 06:00,False
1281,R1281,1,1,2025-03-01 06:00,2025-03-01 06:05,False
1282,R1282,3,5,2025-03-01 06:05,2025-03-01 06:20,False
1283,R1283,2,2,2025-03-01 06:20,2025-03-01 06:35,False
1284,R1284,3,4,2025-03-01 06:35,2025-03-01 06:40,False
1285,R1285,1,1,2025-03-01 06:40,2025-03-01 06:45,False
1286,R1286,2,4,2025-03-01 06:45,2025-03-01 06:55,False
1287,R1287,2,4,2025-03-01 06:55,2025-03-01 07:10,False
1288,R1288,2,2,2025-03-01 07:10,2025-03-01 07:25,False
1289,R1289,1,3,2025-03-01 07:25,2025-03-01 07:35,False
1290,R1290,1,2,2025-03-01 07:35,2025-03-01 07:40,False
1291,R1291,2,1,2025-03-01 07:40,2025-03-01 07:55,False
1292,R1292,1,4,2025-03-01 07:55,2025-03-01 08:05,False
1293,R1293,3,3,2025-03-01 08:05,2025-03-01 08:15,False
1294,R1294,1,3,2025-03-01 08:15,2025-03-01 08:25,False
1295,R1295,2,2,2025-03-01 08:25,2025-03-01 08:30,False
1296,R1296,2,4,2025-03-01 08:30,2025-03-01 08:45,False
1297,R1297,3,1,2025-03-01 08:45,2025-03-01 08:50,False
1298,R1298,3,1,2025-03-01 08:50,2025-03-01 09:00,False
1299,R1299,3,2,2025-03-01 09:00,2025-03-01 09:10,False
1300,R1300,3,4,2025-03-01 09:10,2025-03-01 09:20,False
1301,R1301,2,2,2025-03-01 09:20,2025-03-01 09:25,False
1302,R1302,3,2,2025-03-01 09:25,2025-03-01 09:35,False
1303,R1303,1,5,2025-03-01 09:35,2025-03-01 09:40,False
1304,R1304,1,4,2025-03-01 09:40,2025-03-01 09:45,False
1305,R1305,2,2,2025-03-01 09:45,2025-03-01 10:00,False
1306,R1306,3,5,2025-03-01 10:00,2025-03-01 10:15,False
1307,R1307,2,4,2025-03-01 10:15,2025-03-01 10:20,False
1308,R1308,1,3,2025-03-01 10:20,2025-03-01 10:25,False
1309,R1309,2,5,2025-03-01 10:25,2025-03-01 10:35,False
1310,R1310,3,5,2025-03-01 10:35,2025-03-01 10:45,False
1311,R1311,3,2,2025-03-01 10:45,2025-03-01 10:50,False
1312,R1312,1,3,2025-03-01 10:50,2025-03-01 11:00,False
1313,R1313,2,1,2025-03-01 11:00,2025-03-01 11:10,False
1314,R1314,1,2,2025-03-01 11:10,2025-03-01 11:15,False
1315,R1315,2,2,2025-03-01 11:15,2025-03-01 11:20,False
1316,R1316,2,3,2025-03-01 11:20,2025-03-01 11:25,False
1317,R1317,3,5,2025-03-01 11:25,2025-03-01 11:40,False
1318,R1318,2,3,2025-03-01 11:40,2025-03-01 11:55,False
1319,R1319,2,3,2025-03-01 11:55,2025-03-01 12:05,False
1320,R1320,3,5,2025-03-01 12:05,2025-03-01 12:15,False
1321,R1321,1,3,2025-03-01 12:15,2025-03-01 12:20,False
1322,R1322,2,3,2025-03-01 12:20,2025-03-01 12:35,False
1323,R1323,1,3,2025-03-01 12:35,2025-03-01 12:50,False
1324,R1324,3,1,2025-03-01 12:50,2025-03-01 13:00,False
1325,R1325,3,1,2025-03-01 13:00,2025-03-01 13:05,False
1326,R1326,1,5,2025-03-01 13:05,2025-03-01 13:15,False
1327,R1327,1,1,2025-03-01 13:15,2025-03-01 13:30,False
1328,R1328,3,5,2025-03-01 13:30,2025-03-01 13:45,False
1329,R1329,2,4,2025-03-01 13:45,2025-03-01 13:55,False
1330,R1330,1,4,2025-03-01 13:55,2025-03-01 14:05,False
1331,R1331,3,4,2025-03-01 14:05,2025-03-01 14:15,False
1332,R1332,2,5,2025-03-01 14:15,2025-03-01 14:20,False
1333,R1333,2,3,2025-03-01 14:20,2025-03-01 14:30,False
1334,R1334,1,3,2025-03-01 14:30,2025-03-01 14:35,False
1335,R1335,2,5,2025-03-01 14:35,2025-03-01 14:45,False
1336,R1336,3,5,2025-03-01 14:45,2025-03-01 14:55,False
1337,R1337,1,5,2025-03-01 14:55,2025-03-01 15:10,False
1338,R1338,3,5,2025-03-01 15:10,2025-03-01 15:20,False
1339,R1339,2,1,2025-03-01 15:20,2025-03-01 15:25,False
1340,R1340,1,2,2025-03-01 15:25,2025-03-01 15:30,False
1341,R1341,2,2,2025-03-01 15:30,2025-03-01 15:40,False
1342,R1342,2,2,2025-03-01 15:40,2025-03-01 15:45,False
1343,R1343,3,2,2025-03-01 15:45,2025-03-01 15:55,False
1344,R1344,3,2,2025-03-01 15:55,2025-03-01 16:05,False
1345,R1345,3,5,2025-03-01 16:05,2025-03-01 16:20,False
1346,R1346,2,4,2025-03-01 16:20,2025-03-01 16:35,False
1347,R1347,1,3,2025-03-01 16:35,2025-03-01 16:50,False
1348,R1348,3,3,2025-03-01 16:50,2025-03-01 17:00,False
1349,R1349,1,1,2025-03-01 17:00,2025-03-01 17:05,False
1350,R1350,1,2,2025-03-01 17:05,2025-03-01 17:10,False
1351,R1351,1,1,2025-03-01 17:10,2025-03-01 17:25,False
1352,R1352,2,1,2025-03-01 17:25,2025-03-01 17:30,False
1353,R1353,3,5,2025-03-01 17:30,2025-03-01 17:40,False
1354,R1354,1,5,2025-03-01 17:40,2025-03-01 17:50,False
1355,R1355,2,3,2025-03-01 17:50,2025-03-01 18:00,False
1356,R1356,3,1,2025-03-01 18:00,2025-03-01 18:15,False
1357,R1357,1,2,2025-03-01 18:15,2025-03-01 18:20,False
1358,R1358,1,3,2025-03-01 18:20,2025-03-01 18:35,False
1359,R1359,1,5,2025-03-01 18:35,2025-03-01 18:40,False
1360,R1360,1,2,2025-03-01 18:40,2025-03-01 18:45,False
1361,R1361,3,5,2025-03-01 18:45,2025-03-01 18:55,False
1362,R1362,3,5,2025-03-01 18:55,2025-03-01 19:05,False
1363,R1363,3,2,2025-03-01 19:05,2025-03-01 19:10,False
1364,R1364,1,5,2025-03-01 19:10,2025-03-01 19:15,False
1365,R1365,1,4,2025-03-01 19:15,2025-03-01 19:25,False
1366,R1366,1,2,2025-03-01 19:25,2025-03-01 19:35,False
1367,R1367,3,1,2025-03-01 19:35,2025-03-01 19:40,False
1368,R1368,2,3,2025-03-01 19:40,2025-03-01 19:55,False
1369,R1369,3,4,2025-03-01 19:55,2025-03-01 20:00,False
1370,R1370,3,3,2025-03-01 20:00,2025-03-01 20:10,False
1371,R1371,2,5,2025-03-01 20:10,2025-03-01 20:20,False
1372,R1372,3,2,2025-03-01 20:20,2025-03-01 20:25,False
1373,R1373,3,4,2025-03-01 20:25,2025-03-01 20:30,False
1374,R1374,2,5,2025-03-01 20:30,2025-03-01 20:40,False
1375,R1375,2,2,2025-03-01 20:40,2025-03-01 20:50,False
1376,R1376,2,2,2025-03-01 20:50,2025-03-01 21:05,False
1377,R1377,3,2,2025-03-01 21:05,2025-03-01 21:10,False
1378,R1378,3,1,2025-03-01 21:10,2025-03-01 21:25,False
1379,R1379,3,5,2025-03-01 21:25,2025-03-01 21:40,False
1380,R1380,3,1,2025-03-01 21:40,2025-03-01 21:55,False
1381,R1381,2,4,2025-03-01 21:55,2025-03-01 22:10,False
1382,R1382,3,2,2025-03-01 22:10,2025-03-01 22:20,False
1383,R1383,1,2,2025-03-01 22:20,2025-03-01 22:35,False
1384,R1384,2,2,2025-03-01 22:35,2025-03-01 22:40,False
1385,R1385,1,1,2025-03-01 22:40,2025-03-01 22:55,False
1386,R1386,1,2,2025-03-01 22:55,2025-03-01 23:05,False
1387,R1387,1,4,2025-03-01 23:05,2025-03-01 23:20,False
1388,R1388,3,5,2025-03-01 23:20,2025-03-01 23:25,False
1389,R1389,3,3,2025-03-01 23:25,2025-03-01 23:35,False
1390,R1390,3,2,2025-03-01 23:35,2025-03-01 23:40,False
1391,R1391,1,1,2025-03-01 23:40,2025-03-01 23:45,False
1392,R1392,2,5,2025-03-01 23:45,2025-03-02 00:00,False
1393,R1393,2,1,2025-03-02 00:00,2025-03-02 00:10,False
1394,R1394,2,5,2025-03-02 00:10,2025-03-02 00:20,False
1395,R1395,1,5,2025-03-02 00:20,2025-03-02 00:30,False
1396,R1396,2,1,2025-03-02 00:30,2025-03-02 00:35,False
1397,R1397,2,3,2025-03-02 00:35,2025-03-02 00:50,False
1398,R1398,3,5,2025-03-02 00:50,2025-03-02 01:00,False
1399,R1399,1,4,2025-03-02 01:00,2025-03-02 01:15,False
1400,R1400,3,4,2025-03-02 01:15,2025-03-02 01:30,False
1401,R1401,2,4,2025-03-02 01:30,2025-03-02 01:35,False
1402,R1402,1,4,2025-03-02 01:35,2025-03-02 01:50,False
1403,R1403,3,3,2025-03-02 01:50,2025-03-02 01:55,False
1404,R1404,2,4,2025-03-02 01:55,2025-03-02 02:00,False
1405,R1405,2,4,2025-03-02 02:00,2025-03-02 02:15,False
1406,R1406,2,5,2025-03-02 02:15,2025-03-02 02:20,False
1407,R1407,3,1,2025-03-02 02:20,2025-03-02 02:30,False
1408,R1408,1,2,2025-03-02 02:30,2025-03-02 02:40,False
1409,R1409,2,2,2025-03-02 02:40,2025-03-02 02:45,False
1410,R1410,1,3,2025-03-02 02:45,2025-03-02 02:55,False
1411,R1411,2,1,2025-03-02 02:55,2025-03-02 03:05,False
1412,R1412,2,3,2025-03-02 03:05,2025-03-02 03:15,False
1413,R1413,1,2,2025-03-02 03:15,2025-03-02 03:25,False
1414,R1414,1,3,2025-03-02 03:25,2025-03-02 03:30,False
1415,R1415,2,2,2025-03-02 03:30,2025-03-02 03:40,False
1416,R1416,1,4,2025-03-02 03:40,2025-03-02 03:45,False
1417,R1417,1,2,2025-03-02 03:45,2025-03-02 03:50,False
1418,R1418,3,3,2025-03-02 03:50,2025-03-02 04:05,False
1419,R1419,1,3,2025-03-02 04:05,2025-03-02 04:20,False
