robot,machine,date,start_time
R4,M1,2025-02-26,00:40
R5,M2,2025-02-26,00:45
R1,M3,2025-02-26,00:55
R2,M1,2025-02-26,01:05
R3,M2,2025-02-26,01:10
R4,M3,2025-02-26,01:15
R5,M2,2025-02-26,01:20
R1,M3,2025-02-26,01:35
R2,M2,2025-02-26,01:45
R3,M1,2025-02-26,01:50
R4,M3,2025-02-26,01:55
R5,M1,2025-02-26,02:10
R1,M2,2025-02-26,02:20
R2,M2,2025-02-26,02:30
R3,M3,2025-02-26,02:35
R4,M2,2025-02-26,02:40
R5,M2,2025-02-26,02:55
R1,M2,2025-02-26,03:05
R2,M2,2025-02-26,03:15
R3,M1,2025-02-26,03:20
R4,M1,2025-02-26,03:25
R5,M3,2025-02-26,03:30
R1,M2,2025-02-26,03:40
R2,M1,2025-02-26,03:50
R3,M1,2025-02-26,04:00
R4,M2,2025-02-26,04:10
R5,M1,2025-02-26,04:25
R1,M2,2025-02-26,04:40
R2,M1,2025-02-26,04:55
R3,M3,2025-02-26,05:05
R4,M2,2025-02-26,05:15
R5,M1,2025-02-26,05:20
R1,M2,2025-02-26,05:35
R2,M3,2025-02-26,05:40
R3,M1,2025-02-26,05:45
R4,M3,2025-02-26,06:00
R5,M2,2025-02-26,06:15
R1,M3,2025-02-26,06:30
R2,M2,2025-02-26,06:45
R3,M1,2025-02-26,06:50
R4,M1,2025-02-26,06:55
R5,M3,2025-02-26,07:10
R1,M2,2025-02-26,07:20
R2,M3,2025-02-26,07:30
R3,M1,2025-02-26,07:40
R4,M1,2025-02-26,07:55
R5,M2,2025-02-26,08:10
R1,M2,2025-02-26,08:25
R2,M2,2025-02-26,08:40
R3,M2,2025-02-26,08:50
R4,M3,2025-02-26,08:55
R5,M3,2025-02-26,09:00
R1,M2,2025-02-26,09:15
R2,M3,2025-02-26,09:25
R3,M1,2025-02-26,09:40
R4,M1,2025-02-26,09:50
R5,M2,2025-02-26,09:55
R1,M3,2025-02-26,10:00
R2,M2,2025-02-26,10:10
R3,M2,2025-02-26,10:25
R4,M2,2025-02-26,10:35
R5,M1,2025-02-26,10:50
R1,M3,2025-02-26,11:05
R2,M3,2025-02-26,11:20
R3,M3,2025-02-26,11:35
R4,M2,2025-02-26,11:40
R5,M1,2025-02-26,11:50
R1,M1,2025-02-26,12:05
R2,M2,2025-02-26,12:15
R3,M1,2025-02-26,12:20
R4,M2,2025-02-26,12:30
R5,M1,2025-02-26,12:40
R1,M2,2025-02-26,12:45
R2,M2,2025-02-26,12:55
R3,M2,2025-02-26,13:10
R4,M2,2025-02-26,13:20
R5,M1,2025-02-26,13:35
R1,M1,2025-02-26,13:50
R2,M3,2025-02-26,13:55
R3,M1,2025-02-26,14:10
R4,M2,2025-02-26,14:25
R5,M1,2025-02-26,14:35
R1,M1,2025-02-26,14:45
R2,M3,2025-02-26,14:55
R3,M2,2025-02-26,15:00
R4,M1,2025-02-26,15:10
R5,M3,2025-02-26,15:15
R1,M1,2025-02-26,15:30
R2,M3,2025-02-26,15:35
R3,M2,2025-02-26,15:45
R4,M1,2025-02-26,16:00
R5,M3,2025-02-26,16:15
R1,M2,2025-02-26,16:30
R2,M1,2025-02-26,16:35
R3,M3,2025-02-26,16:45
R4,M2,2025-02-26,17:00
R5,M1,2025-02-26,17:05
R1,M3,2025-02-26,17:20
R2,M1,2025-02-26,17:30
R3,M2,2025-02-26,17:40
R4,M1,2025-02-26,17:45
R5,M2,2025-02-26,18:00
R1,M3,2025-02-26,18:10
R2,M3,2025-02-26,18:25
R3,M3,2025-02-26,18:40
R4,M1,2025-02-26,18:50
R5,M2,2025-02-26,18:55
R1,M1,2025-02-26,19:00
R2,M3,2025-02-26,19:10
R3,M3,2025-02-26,19:25
R4,M1,2025-02-26,19:30
R5,M1,2025-02-26,19:35
R1,M3,2025-02-26,19:40
R2,M1,2025-02-26,19:45
R3,M2,2025-02-26,19:55
R4,M3,2025-02-26,20:05
R5,M3,2025-02-26,20:20
R1,M3,2025-02-26,20:35
R2,M1,2025-02-26,20:50
R3,M2,2025-02-26,20:55
R4,M3,2025-02-26,21:00
R5,M2,2025-02-26,21:05
R1,M2,2025-02-26,21:10
R2,M2,2025-02-26,21:15
R3,M3,2025-02-26,21:30
R4,M1,2025-02-26,21:40
R5,M2,2025-02-26,21:45
R1,M2,2025-02-26,21:50
R2,M3,2025-02-26,22:00
R3,M3,2025-02-26,22:10
R4,M2,2025-02-26,22:15
R5,M2,2025-02-26,22:30
R1,M2,2025-02-26,22:45
R2,M3,2025-02-26,22:50
R3,M2,2025-02-26,23:05
R4,M3,2025-02-26,23:15
R5,M3,2025-02-26,23:25
R1,M1,2025-02-26,23:40
R2,M2,2025-02-26,23:45
R3,M3,2025-02-27,00:00
R4,M1,2025-02-27,00:15
R5,M3,2025-02-27,00:25
R1,M1,2025-02-27,00:35
R2,M2,2025-02-27,00:45
R3,M3,2025-02-27,01:00
R4,M2,2025-02-27,01:15
R5,M1,2025-02-27,01:25
R1,M2,2025-02-27,01:30
R2,M1,2025-02-27,01:35
R3,M1,2025-02-27,01:45
R4,M1,2025-02-27,01:50
R5,M1,2025-02-27,01:55
R1,M2,2025-02-27,02:10
R2,M3,2025-02-27,02:15
R3,M1,2025-02-27,02:20
R4,M1,2025-02-27,02:25
R5,M1,2025-02-27,02:30
R1,M3,2025-02-27,02:45
R2,M2,2025-02-27,02:55
R3,M2,2025-02-27,03:10
R4,M3,2025-02-27,03:25
R5,M2,2025-02-27,03:40
R1,M3,2025-02-27,03:45
R2,M3,2025-02-27,03:55
R3,M1,2025-02-27,04:05
R4,M3,2025-02-27,04:10
R5,M1,2025-02-27,04:20
R1,M1,2025-02-27,04:30
R2,M3,2025-02-27,04:45
R3,M2,2025-02-27,04:50
R4,M3,2025-02-27,05:05
R5,M1,2025-02-27,05:15
R1,M1,2025-02-27,05:20
R2,M1,2025-02-27,05:35
R3,M2,2025-02-27,05:45
R4,M1,2025-02-27,05:55
R5,M1,2025-02-27,06:10
R1,M1,2025-02-27,06:25
R2,M2,2025-02-27,06:35
R3,M3,2025-02-27,06:50
R4,M3,2025-02-27,06:55
R5,M2,2025-02-27,07:05
R1,M3,2025-02-27,07:15
R2,M1,2025-02-27,07:20
R3,M1,2025-02-27,07:30
R4,M1,2025-02-27,07:45
R5,M2,2025-02-27,07:50
R1,M1,2025-02-27,08:05
R2,M2,2025-02-27,08:15
R3,M3,2025-02-27,08:25
R4,M1,2025-02-27,08:35
R5,M2,2025-02-27,08:40
R1,M3,2025-02-27,08:50
R2,M3,2025-02-27,09:05
R3,M2,2025-02-27,09:10
R4,M1,2025-02-27,09:15
R5,M1,2025-02-27,09:25
R1,M1,2025-02-27,09:30
R2,M3,2025-02-27,09:40
R3,M3,2025-02-27,09:45
R4,M1,2025-02-27,10:00
R5,M2,2025-02-27,10:15
R1,M3,2025-02-27,10:25
R2,M1,2025-02-27,10:35
R3,M2,2025-02-27,10:45
R4,M3,2025-02-27,11:00
R5,M3,2025-02-27,11:15
R1,M2,2025-02-27,11:30
R2,M3,2025-02-27,11:40
R3,M2,2025-02-27,11:55
R4,M1,2025-02-27,12:00
R5,M3,2025-02-27,12:10
R1,M1,2025-02-27,12:25
R2,M1,2025-02-27,12:35
R3,M2,2025-02-27,12:45
R4,M1,2025-02-27,12:55
R5,M3,2025-02-27,13:10
R1,M1,2025-02-27,13:15
R2,M1,2025-02-27,13:25
R3,M3,2025-02-27,13:40
R4,M2,2025-02-27,13:55
R5,M2,2025-02-27,14:05
R1,M1,2025-02-27,14:15
R2,M2,2025-02-27,14:30
R3,M2,2025-02-27,14:40
R4,M2,2025-02-27,14:55
R5,M1,2025-02-27,15:10
R1,M1,2025-02-27,15:25
R2,M3,2025-02-27,15:35
R3,M1,2025-02-27,15:50
R4,M3,2025-02-27,16:00
R5,M3,2025-02-27,16:05
R1,M1,2025-02-27,16:20
R2,M2,2025-02-27,16:35
R3,M1,2025-02-27,16:45
R4,M3,2025-02-27,16:50
R5,M1,2025-02-27,17:00
R1,M1,2025-02-27,17:05
R2,M3,2025-02-27,17:20
R3,M1,2025-02-27,17:35
R4,M1,2025-02-27,17:50
R5,M3,2025-02-27,18:00
R1,M1,2025-02-27,18:10
R2,M3,2025-02-27,18:15
R3,M3,2025-02-27,18:20
R4,M1,2025-02-27,18:30
R5,M2,2025-02-27,18:45
R1,M3,2025-02-27,19:00
R2,M2,2025-02-27,19:15
R3,M3,2025-02-27,19:20
R4,M1,2025-02-27,19:35
R5,M1,2025-02-27,19:40
R1,M1,2025-02-27,19:45
R2,M2,2025-02-27,19:50
R3,M2,2025-02-27,20:05
R4,M2,2025-02-27,20:15
R5,M3,2025-02-27,20:25
R1,M3,2025-02-27,20:40
R2,M1,2025-02-27,20:50
R3,M1,2025-02-27,21:00
R4,M2,2025-02-27,21:05
R5,M3,2025-02-27,21:20
R1,M1,2025-02-27,21:30
R2,M2,2025-02-27,21:35
R3,M2,2025-02-27,21:45
R4,M3,2025-02-27,21:55
R5,M3,2025-02-27,22:05
R1,M3,2025-02-27,22:15
R2,M1,2025-02-27,22:25
R3,M2,2025-02-27,22:35
R4,M2,2025-02-27,22:40
R5,M2,2025-02-27,22:45
R1,M1,2025-02-27,22:50
R2,M1,2025-02-27,23:00
R3,M1,2025-02-27,23:10
R4,M1,2025-02-27,23:25
R5,M3,2025-02-27,23:40
R1,M3,2025-02-27,23:55
R2,M2,2025-02-28,00:05
R3,M2,2025-02-28,00:15
R4,M2,2025-02-28,00:30
R5,M3,2025-02-28,00:45
R1,M2,2025-02-28,01:00
R2,M2,2025-02-28,01:05
R3,M2,2025-02-28,01:15
R4,M3,2025-02-28,01:30
R5,M2,2025-02-28,01:40
R1,M2,2025-02-28,01:55
R2,M2,2025-02-28,02:10
R3,M3,2025-02-28,02:15
R4,M1,2025-02-28,02:25
R5,M2,2025-02-28,02:30
R1,M2,2025-02-28,02:45
R2,M2,2025-02-28,03:00
R3,M1,2025-02-28,03:15
R4,M3,2025-02-28,03:25
R5,M1,2025-02-28,03:35
R1,M3,2025-02-28,03:45
R2,M1,2025-02-28,04:00
R3,M3,2025-02-28,04:15
R4,M3,2025-02-28,04:20
R5,M2,2025-02-28,04:35
R1,M2,2025-02-28,04:45
R2,M1,2025-02-28,04:55
R3,M3,2025-02-28,05:00
R4,M2,2025-02-28,05:05
R5,M3,2025-02-28,05:15
R1,M2,2025-02-28,05:25
R2,M2,2025-02-28,05:30
R3,M3,2025-02-28,05:40
R4,M2,2025-02-28,05:50
R5,M3,2025-02-28,06:05
R1,M3,2025-02-28,06:20
R2,M3,2025-02-28,06:25
R3,M2,2025-02-28,06:30
R4,M1,2025-02-28,06:45
R5,M3,2025-02-28,06:50
R1,M3,2025-02-28,07:00
R2,M3,2025-02-28,07:15
R3,M1,2025-02-28,07:25
R4,M3,2025-02-28,07:30
R5,M1,2025-02-28,07:40
R1,M3,2025-02-28,07:55
R2,M2,2025-02-28,08:10
R3,M3,2025-02-28,08:20
R4,M2,2025-02-28,08:25
R5,M1,2025-02-28,08:30
R1,M2,2025-02-28,08:40
R2,M3,2025-02-28,08:45
R3,M3,2025-02-28,09:00
R4,M1,2025-02-28,09:05
R5,M1,2025-02-28,09:15
R1,M3,2025-02-28,09:20
R2,M2,2025-02-28,09:35
R3,M2,2025-02-28,09:45
R4,M2,2025-02-28,09:50
R5,M3,2025-02-28,10:05
R1,M2,2025-02-28,10:20
R2,M1,2025-02-28,10:30
R3,M1,2025-02-28,10:40
R4,M2,2025-02-28,10:50
R5,M1,2025-02-28,11:05
R1,M2,2025-02-28,11:20
R2,M3,2025-02-28,11:30
R3,M1,2025-02-28,11:40
R4,M2,2025-02-28,11:50
R5,M1,2025-02-28,12:00
R1,M1,2025-02-28,12:10
R2,M3,2025-02-28,12:20
R3,M2,2025-02-28,12:25
R4,M3,2025-02-28,12:40
R5,M2,2025-02-28,12:45
R1,M3,2025-02-28,12:50
R2,M2,2025-02-28,12:55
R3,M2,2025-02-28,13:10
R4,M2,2025-02-28,13:20
R5,M3,2025-02-28,13:25
R1,M3,2025-02-28,13:35
R2,M3,2025-02-28,13:45
R3,M3,2025-02-28,14:00
R4,M2,2025-02-28,14:10
R5,M2,2025-02-28,14:25
R1,M2,2025-02-28,14:30
R2,M1,2025-02-28,14:40
R3,M1,2025-02-28,14:55
R4,M3,2025-02-28,15:00
R5,M2,2025-02-28,15:05
R1,M3,2025-02-28,15:15
R2,M2,2025-02-28,15:25
R3,M2,2025-02-28,15:30
R4,M1,2025-02-28,15:35
R5,M2,2025-02-28,15:40
R1,M3,2025-02-28,15:55
R2,M3,2025-02-28,16:00
R3,M1,2025-02-28,16:10
R4,M1,2025-02-28,16:25
R5,M3,2025-02-28,16:30
R1,M3,2025-02-28,16:40
R2,M3,2025-02-28,16:50
R3,M2,2025-02-28,17:00
R4,M3,2025-02-28,17:10
R5,M3,2025-02-28,17:25
R1,M3,2025-02-28,17:30
R2,M2,2025-02-28,17:35
R3,M1,2025-02-28,17:50
R4,M2,2025-02-28,18:05
R5,M1,2025-02-28,18:10
R1,M1,2025-02-28,18:25
R2,M2,2025-02-28,18:30
R3,M1,2025-02-28,18:45
R4,M2,2025-02-28,18:55
R5,M3,2025-02-28,19:05
R1,M1,2025-02-28,19:20
R2,M1,2025-02-28,19:30
R3,M3,2025-02-28,19:35
R4,M1,2025-02-28,19:50
R5,M1,2025-02-28,20:00
R1,M1,2025-02-28,20:15
R2,M1,2025-02-28,20:30
R3,M2,2025-02-28,20:40
R4,M2,2025-02-28,20:50
R5,M3,2025-02-28,21:05
R1,M3,2025-02-28,21:20
R2,M3,2025-02-28,21:25
R3,M1,2025-02-28,21:35
R4,M2,2025-02-28,21:45
R5,M2,2025-02-28,21:50
R1,M2,2025-02-28,21:55
R2,M2,2025-02-28,22:05
R3,M1,2025-02-28,22:15
R4,M3,2025-02-28,22:25
R5,M2,2025-02-28,22:30
R1,M1,2025-02-28,22:35
R2,M1,2025-02-28,22:40
R3,M3,2025-02-28,22:55
R4,M2,2025-02-28,23:05
R5,M2,2025-02-28,23:20
R1,M3,2025-02-28,23:35
R2,M2,2025-02-28,23:50
R3,M3,2025-03-01,00:05
R4,M2,2025-03-01,00:20
R5,M1,2025-03-01,00:35
R1,M2,2025-03-01,00:40
R2,M2,2025-03-01,00:55
R3,M3,2025-03-01,01:05
R4,M1,2025-03-01,01:15
R5,M3,2025-03-01,01:20
R1,M1,2025-03-01,01:25
R2,M3,2025-03-01,01:30
R3,M2,2025-03-01,01:35
R4,M3,2025-03-01,01:50
R5,M2,2025-03-01,01:55
R1,M2,2025-03-01,02:10
R2,M3,2025-03-01,02:20
R3,M1,2025-03-01,02:30
R4,M1,2025-03-01,02:35
R5,M3,2025-03-01,02:40
R1,M2,2025-03-01,02:55
R2,M1,2025-03-01,03:10
R3,M3,2025-03-01,03:20
R4,M2,2025-03-01,03:35
R5,M2,2025-03-01,03:45
R1,M1,2025-03-01,04:00
R2,M1,2025-03-01,04:05
R3,M1,2025-03-01,04:15
R4,M2,2025-03-01,04:25
R5,M1,2025-03-01,04:35
R1,M1,2025-03-01,04:50
R2,M3,2025-03-01,04:55
R3,M2,2025-03-01,05:00
R4,M2,2025-03-01,05:10
R5,M2,2025-03-01,05:25
R1,M2,2025-03-01,05:30
R2,M3,2025-03-01,05:45
R3,M2,2025-03-01,06:00
R4,M2,2025-03-01,06:05
R5,M2,2025-03-01,06:20
R1,M3,2025-03-01,06:30
R2,M1,2025-03-01,06:35
R3,M2,2025-03-01,06:45
R4,M1,2025-03-01,06:55
R5,M1,2025-03-01,07:00
R1,M1,2025-03-01,07:05
R2,M1,2025-03-01,07:20
R3,M3,2025-03-01,07:35
R4,M1,2025-03-01,07:50
R5,M2,2025-03-01,08:05
R1,M2,2025-03-01,08:15
R2,M1,2025-03-01,08:30
R3,M1,2025-03-01,08:40
R4,M2,2025-03-01,08:55
R5,M3,2025-03-01,09:10
R1,M2,2025-03-01,09:25
R2,M3,2025-03-01,09:35
R3,M1,2025-03-01,09:50
R4,M3,2025-03-01,09:55
R5,M1,2025-03-01,10:10
R1,M2,2025-03-01,10:25
R2,M2,2025-03-01,10:40
R3,M2,2025-03-01,10:50
R4,M1,2025-03-01,11:05
R5,M1,2025-03-01,11:15
R1,M1,2025-03-01,11:20
R2,M3,2025-03-01,11:30
R3,M3,2025-03-01,11:35
R4,M1,2025-03-01,11:40
R5,M2,2025-03-01,11:50
R1,M3,2025-03-01,12:05
R2,M3,2025-03-01,12:10
R3,M1,2025-03-01,12:15
R4,M1,2025-03-01,12:25
R5,M1,2025-03-01,12:35
R1,M1,2025-03-01,12:45
R2,M1,2025-03-01,12:50
R3,M2,2025-03-01,13:00
R4,M3,2025-03-01,13:05
R5,M1,2025-03-01,13:10
R1,M2,2025-03-01,13:15
R2,M2,2025-03-01,13:20
R3,M3,2025-03-01,13:30
R4,M3,2025-03-01,13:35
R5,M3,2025-03-01,13:40
R1,M3,2025-03-01,13:45
R2,M3,2025-03-01,13:55
R3,M3,2025-03-01,14:05
R4,M2,2025-03-01,14:20
R5,M2,2025-03-01,14:35
R1,M2,2025-03-01,14:40
R2,M1,2025-03-01,14:55
R3,M3,2025-03-01,15:10
R4,M1,2025-03-01,15:15
R5,M3,2025-03-01,15:30
R1,M2,2025-03-01,15:40
R2,M2,2025-03-01,15:50
R3,M1,2025-03-01,16:05
R4,M1,2025-03-01,16:15
R5,M1,2025-03-01,16:30
R1,M1,2025-03-01,16:45
R2,M2,2025-03-01,16:55
R3,M3,2025-03-01,17:10
R4,M3,2025-03-01,17:25
R5,M3,2025-03-01,17:40
R1,M3,2025-03-01,17:55
R2,M2,2025-03-01,18:10
R3,M2,2025-03-01,18:25
R4,M1,2025-03-01,18:40
R5,M3,2025-03-01,18:55
R1,M1,2025-03-01,19:10
R2,M2,2025-03-01,19:15
R3,M2,2025-03-01,19:20
R4,M3,2025-03-01,19:30
R5,M3,2025-03-01,19:40
R1,M3,2025-03-01,19:50
R2,M2,2025-03-01,20:05
R3,M2,2025-03-01,20:20
R4,M2,2025-03-01,20:25
R5,M3,2025-03-01,20:30
R1,M2,2025-03-01,20:40
R2,M2,2025-03-01,20:45
R3,M3,2025-03-01,21:00
R4,M2,2025-03-01,21:15
R5,M1,2025-03-01,21:25
R1,M1,2025-03-01,21:40
R2,M1,2025-03-01,21:45
R3,M1,2025-03-01,22:00
R4,M2,2025-03-01,22:05
R5,M1,2025-03-01,22:15
R1,M2,2025-03-01,22:20
R2,M3,2025-03-01,22:30
R3,M3,2025-03-01,22:45
R4,M1,2025-03-01,23:00
R5,M2,2025-03-01,23:15
R1,M3,2025-03-01,23:25
R2,M2,2025-03-01,23:35
R3,M2,2025-03-01,23:50
R4,M1,2025-03-02,00:00
R5,M3,2025-03-02,00:15
R1,M3,2025-03-02,00:30
R2,M2,2025-03-02,00:40
R3,M2,2025-03-02,00:45
R4,M2,2025-03-02,01:00
R5,M2,2025-03-02,01:05
R1,M1,2025-03-02,01:15
R2,M3,2025-03-02,01:30
R3,M2,2025-03-02,01:45
R4,M2,2025-03-02,01:50
R5,M3,2025-03-02,01:55
R1,M2,2025-03-02,02:05
R2,M1,2025-03-02,02:15
R3,M2,2025-03-02,02:25
R4,M1,2025-03-02,02:35
R5,M1,2025-03-02,02:40
R1,M3,2025-03-02,02:55
R2,M2,2025-03-02,03:10
R3,M2,2025-03-02,03:20
R4,M1,2025-03-02,03:30
R5,M1,2025-03-02,03:40
R1,M1,2025-03-02,03:50
R2,M3,2025-03-02,03:55
R3,M1,2025-03-02,04:10
R4,M2,2025-03-02,04:20
R5,M3,2025-03-02,04:30
R1,M1,2025-03-02,04:40
R2,M3,2025-03-02,04:50
R3,M1,2025-03-02,04:55
R4,M2,2025-03-02,05:10
R5,M3,2025-03-02,05:20
R1,M3,2025-03-02,05:25
R2,M1,2025-03-02,05:40
R3,M2,2025-03-02,05:55
R4,M3,2025-03-02,06:05
R5,M3,2025-03-02,06:15
R1,M2,2025-03-02,06:20
R2,M3,2025-03-02,06:35
R3,M3,2025-03-02,06:50
R4,M2,2025-03-02,06:55
R5,M1,2025-03-02,07:00
R1,M3,2025-03-02,07:15
R2,M1,2025-03-02,07:25
R3,M3,2025-03-02,07:35
R4,M1,2025-03-02,07:45
R5,M1,2025-03-02,07:55
R1,M3,2025-03-02,08:05
R2,M3,2025-03-02,08:10
R3,M2,2025-03-02,08:15
R4,M2,2025-03-02,08:20
R5,M3,2025-03-02,08:25
R1,M1,2025-03-02,08:35
R2,M3,2025-03-02,08:45
R3,M2,2025-03-02,09:00
R4,M3,2025-03-02,09:05
R5,M1,2025-03-02,09:20
R1,M3,2025-03-02,09:30
R2,M2,2025-03-02,09:35
R3,M3,2025-03-02,09:45
R4,M3,2025-03-02,09:55
R5,M2,2025-03-02,10:10
R1,M2,2025-03-02,10:15
R2,M2,2025-03-02,10:25
R3,M1,2025-03-02,10:30
R4,M2,2025-03-02,10:45
R5,M2,2025-03-02,10:50
R1,M3,2025-03-02,11:00
R2,M3,2025-03-02,11:05
R3,M3,2025-03-02,11:20
R4,M3,2025-03-02,11:30
R5,M1,2025-03-02,11:45
R1,M2,2025-03-02,11:55
R2,M2,2025-03-02,12:10
R3,M3,2025-03-02,12:15
R4,M3,2025-03-02,12:25
R5,M3,2025-03-02,12:35
R1,M1,2025-03-02,12:45
R2,M3,2025-03-02,12:50
R3,M1,2025-03-02,13:05
R4,M1,2025-03-02,13:10
R5,M2,2025-03-02,13:20
R1,M1,2025-03-02,13:25
R2,M2,2025-03-02,13:30
R3,M3,2025-03-02,13:40
R4,M3,2025-03-02,13:50
R5,M1,2025-03-02,13:55
R1,M1,2025-03-02,14:10
R2,M3,2025-03-02,14:15
R3,M2,2025-03-02,14:20
R4,M2,2025-03-02,14:30
R5,M1,2025-03-02,14:45
R1,M1,2025-03-02,14:55
R2,M1,2025-03-02,15:00
R3,M3,2025-03-02,15:15
R4,M2,2025-03-02,15:20
R5,M2,2025-03-02,15:35
R1,M3,2025-03-02,15:50
R2,M2,2025-03-02,16:00
R3,M2,2025-03-02,16:05
R4,M3,2025-03-02,16:15
R5,M1,2025-03-02,16:20
R1,M2,2025-03-02,16:35
R2,M2,2025-03-02,16:40
R3,M2,2025-03-02,16:50
R4,M1,2025-03-02,17:00
R5,M3,2025-03-02,17:15
R1,M3,2025-03-02,17:25
R2,M3,2025-03-02,17:35
R3,M1,2025-03-02,17:45
R4,M3,2025-03-02,18:00
R5,M3,2025-03-02,18:10
R1,M2,2025-03-02,18:20
R2,M1,2025-03-02,18:35
R3,M1,2025-03-02,18:40
R4,M3,2025-03-02,18:55
R5,M3,2025-03-02,19:10
R1,M1,2025-03-02,19:15
R2,M1,2025-03-02,19:30
R3,M3,2025-03-02,19:45
R4,M2,2025-03-02,19:55
R5,M1,2025-03-02,20:05
R1,M2,2025-03-02,20:15
R2,M1,2025-03-02,20:25
R3,M2,2025-03-02,20:35
R4,M3,2025-03-02,20:40
R5,M3,2025-03-02,20:55
R1,M1,2025-03-02,21:05
R2,M2,2025-03-02,21:10
R3,M3,2025-03-02,21:20
R4,M3,2025-03-02,21:30
R5,M1,2025-03-02,21:40
R1,M3,2025-03-02,21:50
R2,M1,2025-03-02,21:55
R3,M1,2025-03-02,22:05
R4,M2,2025-03-02,22:15
R5,M2,2025-03-02,22:25
R1,M1,2025-03-02,22:30
R2,M3,2025-03-02,22:35
R3,M3,2025-03-02,22:50
R4,M1,2025-03-02,23:00
R5,M2,2025-03-02,23:05
R1,M2,2025-03-02,23:20
R2,M3,2025-03-02,23:35
R3,M1,2025-03-02,23:45
R4,M1,2025-03-02,23:55
R5,M1,2025-03-03,00:05
R1,M3,2025-03-03,00:15
R2,M2,2025-03-03,00:20
R3,M3,2025-03-03,00:25
R4,M2,2025-03-03,00:40
R5,M3,2025-03-03,00:45
R1,M1,2025-03-03,01:00
R2,M3,2025-03-03,01:05
R3,M1,2025-03-03,01:20
R4,M3,2025-03-03,01:30
R5,M2,2025-03-03,01:45
R1,M3,2025-03-03,02:00
R2,M3,2025-03-03,02:15
R3,M1,2025-03-03,02:25
R4,M3,2025-03-03,02:30
R5,M3,2025-03-03,02:40
R1,M3,2025-03-03,02:55
R2,M1,2025-03-03,03:00
R3,M3,2025-03-03,03:05
R4,M2,2025-03-03,03:15
R5,M1,2025-03-03,03:25
R1,M2,2025-03-03,03:35
R2,M2,2025-03-03,03:45
R3,M1,2025-03-03,04:00
R4,M2,2025-03-03,04:05
R5,M3,2025-03-03,04:10
R1,M2,2025-03-03,04:20
R2,M2,2025-03-03,04:25
R3,M2,2025-03-03,04:35
R4,M1,2025-03-03,04:45
R5,M3,2025-03-03,04:55
R1,M2,2025-03-03,05:10
R2,M3,2025-03-03,05:25
R3,M3,2025-03-03,05:30
R4,M3,2025-03-03,05:40
R5,M3,2025-03-03,05:50
R1,M2,2025-03-03,06:05
R2,M3,2025-03-03,06:15
R3,M3,2025-03-03,06:30
R4,M2,2025-03-03,06:45
R5,M2,2025-03-03,06:50
R1,M1,2025-03-03,07:05
R2,M2,2025-03-03,07:15
R3,M3,2025-03-03,07:25
R4,M1,2025-03-03,07:40
R5,M3,2025-03-03,07:50
R1,M1,2025-03-03,08:00
R2,M1,2025-03-03,08:15
R3,M3,2025-03-03,08:25
R4,M2,2025-03-03,08:30
R5,M3,2025-03-03,08:45
R1,M3,2025-03-03,08:55
R2,M1,2025-03-03,09:05
R3,M1,2025-03-03,09:15
R4,M3,2025-03-03,09:30
R5,M3,2025-03-03,09:40
R1,M3,2025-03-03,09:45
R2,M2,2025-03-03,10:00
R3,M2,2025-03-03,10:05
R4,M2,2025-03-03,10:10
R5,M2,2025-03-03,10:20
R1,M3,2025-03-03,10:35
R2,M1,2025-03-03,10:50
R3,M3,2025-03-03,10:55
R4,M3,2025-03-03,11:10
R5,M2,2025-03-03,11:20
R1,M2,2025-03-03,11:35
R2,M3,2025-03-03,11:50
R3,M3,2025-03-03,11:55
R4,M3,2025-03-03,12:00
R5,M2,2025-03-03,12:05
R1,M2,2025-03-03,12:10
R2,M2,2025-03-03,12:20
R3,M1,2025-03-03,12:35
R4,M3,2025-03-03,12:45
R5,M2,2025-03-03,12:55
R1,M2,2025-03-03,13:05
R2,M3,2025-03-03,13:10
R3,M2,2025-03-03,13:25
R4,M2,2025-03-03,13:35
R5,M1,2025-03-03,13:40
R1,M3,2025-03-03,13:50
R2,M1,2025-03-03,14:05
R3,M3,2025-03-03,14:20
R4,M3,2025-03-03,14:30
R5,M1,2025-03-03,14:40
R1,M2,2025-03-03,14:50
R2,M1,2025-03-03,14:55
R3,M3,2025-03-03,15:10
R4,M2,2025-03-03,15:15
R5,M1,2025-03-03,15:25
R1,M2,2025-03-03,15:35
R2,M1,2025-03-03,15:40
R3,M3,2025-03-03,15:45
R4,M2,2025-03-03,15:55
R5,M2,2025-03-03,16:00
R1,M2,2025-03-03,16:10
R2,M1,2025-03-03,16:15
R3,M1,2025-03-03,16:25
R4,M3,2025-03-03,16:40
R5,M3,2025-03-03,16:45
R1,M1,2025-03-03,16:50
R2,M1,2025-03-03,17:05
R3,M3,2025-03-03,17:15
R4,M3,2025-03-03,17:20
R5,M3,2025-03-03,17:30
R1,M1,2025-03-03,17:45
R2,M2,2025-03-03,17:50
R3,M3,2025-03-03,18:05
R4,M2,2025-03-03,18:15
R5,M3,2025-03-03,18:25
R1,M1,2025-03-03,18:30
R2,M1,2025-03-03,18:35
R3,M1,2025-03-03,18:40
R4,M3,2025-03-03,18:45
R5,M2,2025-03-03,19:00
R1,M2,2025-03-03,19:15
R2,M1,2025-03-03,19:30
R3,M2,2025-03-03,19:35
R4,M1,2025-03-03,19:50
R5,M2,2025-03-03,20:05
