robot,machine,date,start_time
R823,M4,2025-02-23,11:45
R824,M4,2025-02-23,15:45
R825,M2,2025-02-23,19:45
R826,M2,2025-02-23,21:45
R827,M5,2025-02-23,22:15
R828,M1,2025-02-24,02:15
R829,M3,2025-02-24,06:15
R830,M3,2025-02-24,08:15
R831,M3,2025-02-24,08:30
R832,M4,2025-02-24,12:30
R833,M4,2025-02-24,12:45
R834,M1,2025-02-24,13:00
R835,M4,2025-02-24,14:00
R836,M1,2025-02-24,18:00
R837,M3,2025-02-24,22:00
R838,M3,2025-02-24,22:15
R839,M3,2025-02-24,22:45
R840,M3,2025-02-24,23:15
R841,M2,2025-02-24,23:30
R842,M3,2025-02-24,23:45
R843,M5,2025-02-25,03:45
R844,M3,2025-02-25,05:45
R845,M4,2025-02-25,06:00
R846,M4,2025-02-25,07:00
R847,M5,2025-02-25,07:15
R848,M3,2025-02-25,09:15
R849,M1,2025-02-25,09:45
R850,M2,2025-02-25,10:15
R851,M1,2025-02-25,12:15
R852,M4,2025-02-25,12:45
R853,M2,2025-02-25,16:45
R854,M5,2025-02-25,18:45
R855,M2,2025-02-25,19:45
R856,M3,2025-02-25,20:45
R857,M1,2025-02-26,00:45
R858,M5,2025-02-26,01:00
R859,M1,2025-02-26,01:15
R860,M2,2025-02-26,01:30
R861,M5,2025-02-26,02:00
R862,M2,2025-02-26,02:15
R863,M1,2025-02-26,02:45
R864,M3,2025-02-26,03:15
R865,M3,2025-02-26,03:30
R866,M1,2025-02-26,04:30
R867,M4,2025-02-26,04:45
R868,M3,2025-02-26,05:45
R869,M2,2025-02-26,09:45
R870,M4,2025-02-26,10:00
R871,M5,2025-02-26,14:00
R872,M3,2025-02-26,18:00
R873,M5,2025-02-26,22:00
R874,M4,2025-02-26,22:15
R875,M2,2025-02-26,22:30
R876,M3,2025-02-26,23:00
R877,M1,2025-02-27,01:00
R878,M4,2025-02-27,01:30
R879,M2,2025-02-27,02:00
R880,M4,2025-02-27,06:00
R881,M3,2025-02-27,06:15
R882,M3,2025-02-27,07:15
R883,M5,2025-02-27,07:30
R884,M2,2025-02-27,11:30
R885,M1,2025-02-27,13:30
R886,M5,2025-02-27,15:30
R887,M1,2025-02-27,19:30
R888,M3,2025-02-27,23:30
R889,M3,2025-02-28,03:30
R890,M4,2025-02-28,04:00
R891,M4,2025-02-28,04:15
R892,M5,2025-02-28,04:45
R893,M3,2025-02-28,05:00
R894,M1,2025-02-28,07:00
R895,M4,2025-02-28,08:00
R896,M3,2025-02-28,10:00
R897,M3,2025-02-28,11:00
R898,M2,2025-02-28,11:30
R899,M4,2025-02-28,11:45
R900,M4,2025-02-28,12:45
R901,M1,2025-02-28,13:00
R902,M5,2025-02-28,15:00
R903,M3,2025-02-28,17:00
R904,M1,2025-02-28,18:00
R905,M5,2025-02-28,18:30
R906,M5,2025-02-28,22:30
R907,M5,2025-03-01,02:30
R908,M2,2025-03-01,06:30
R909,M3,2025-03-01,08:30
R910,M5,2025-03-01,09:00
R911,M2,2025-03-01,09:30
R912,M2,2025-03-01,13:30
R913,M4,2025-03-01,15:30
R914,M5,2025-03-01,16:30
R915,M1,2025-03-01,18:30
R916,M3,2025-03-01,22:30
R917,M5,2025-03-02,02:30
R918,M2,2025-03-02,02:45
R919,M5,2025-03-02,06:45
R920,M3,2025-03-02,10:45
R921,M5,2025-03-02,11:45
R922,M2,2025-03-02,12:00
R923,M5,2025-03-02,14:00
R924,M4,2025-03-02,14:15
R925,M1,2025-03-02,16:15
R926,M4,2025-03-02,18:15
R927,M4,2025-03-02,18:30
R928,M2,2025-03-02,18:45
R929,M2,2025-03-02,19:00
R930,M5,2025-03-02,23:00
R931,M5,2025-03-03,01:00
R932,M2,2025-03-03,01:15
R933,M2,2025-03-03,01:45
R934,M5,2025-03-03,02:45
R935,M1,2025-03-03,06:45
R936,M5,2025-03-03,07:00
R937,M2,2025-03-03,07:15
R938,M3,2025-03-03,11:15
R939,M4,2025-03-03,11:45
R940,M5,2025-03-03,12:45
R941,M3,2025-03-03,16:45
R942,M2,2025-03-03,17:15
R943,M5,2025-03-03,21:15
R944,M3,2025-03-03,21:30
R945,M5,2025-03-03,22:00
R946,M2,2025-03-03,23:00
R947,M4,2025-03-03,23:30
R948,M2,2025-03-04,00:30
R949,M5,2025-03-04,00:45
R950,M2,2025-03-04,01:00
R951,M1,2025-03-04,01:15
R952,M5,2025-03-04,02:15
R953,M1,2025-03-04,06:15
R954,M4,2025-03-04,06:45
R955,M3,2025-03-04,07:00
R956,M2,2025-03-04,07:15
R957,M3,2025-03-04,07:30
R958,M4,2025-03-04,09:30
R959,M2,2025-03-04,11:30
R960,M2,2025-03-04,12:00
R961,M1,2025-03-04,13:00
R962,M3,2025-03-04,14:00
R963,M5,2025-03-04,16:00
R964,M2,2025-03-04,16:15
R965,M1,2025-03-04,16:45
R966,M1,2025-03-04,17:00
R967,M5,2025-03-04,17:15
R968,M4,2025-03-04,17:45
R969,M1,2025-03-04,18:00
R970,M2,2025-03-04,22:00
R971,M4,2025-03-04,23:00
R972,M4,2025-03-04,23:15
R973,M1,2025-03-04,23:45
R974,M3,2025-03-05,00:15
R975,M3,2025-03-05,01:15
R976,M2,2025-03-05,05:15
R977,M5,2025-03-05,05:30
R978,M4,2025-03-05,09:30
R979,M5,2025-03-05,10:30
R980,M4,2025-03-05,11:30
R981,M5,2025-03-05,11:45
R982,M1,2025-03-05,12:15
R983,M4,2025-03-05,12:45
R984,M2,2025-03-05,13:15
R985,M1,2025-03-05,14:15
R986,M3,2025-03-05,18:15
R987,M5,2025-03-05,22:15
R988,M1,2025-03-05,22:45
R989,M2,2025-03-06,02:45
R990,M1,2025-03-06,03:45
R991,M1,2025-03-06,07:45
R992,M4,2025-03-06,08:15
R993,M4,2025-03-06,08:30
R994,M5,2025-03-06,09:00
R995,M3,2025-03-06,09:15
R996,M2,2025-03-06,09:30
R997,M5,2025-03-06,13:30
R998,M1,2025-03-06,17:30
R999,M3,2025-03-06,19:30
R1000,M2,2025-03-06,19:45
R1001,M2,2025-03-06,20:15
R1002,M2,2025-03-06,22:15
R1003,M4,2025-03-06,22:30
R1004,M2,2025-03-06,23:00
R1005,M4,2025-03-07,03:00
R1006,M1,2025-03-07,04:00
R1007,M4,2025-03-07,05:00
R1008,M4,2025-03-07,06:00
R1009,M4,2025-03-07,10:00
R1010,M2,2025-03-07,12:00
R1011,M1,2025-03-07,14:00
R1012,M4,2025-03-07,16:00
R1013,M2,2025-03-07,17:00
R1014,M3,2025-03-07,17:15
R1015,M4,2025-03-07,17:45
R1016,M3,2025-03-07,18:15
R1017,M5,2025-03-07,18:45
R1018,M5,2025-03-07,20:45
R1019,M2,2025-03-07,22:45
R1020,M4,2025-03-07,23:00
R1021,M1,2025-03-08,00:00
R1022,M3,2025-03-08,01:00
R1023,M3,2025-03-08,02:00
R1024,M5,2025-03-08,03:00
R1025,M4,2025-03-08,07:00
R1026,M4,2025-03-08,11:00
R1027,M1,2025-03-08,13:00
R1028,M1,2025-03-08,13:30
R1029,M3,2025-03-08,17:30
R1030,M1,2025-03-08,18:30
R1031,M1,2025-03-08,18:45
R1032,M3,2025-03-08,19:00
R1033,M1,2025-03-08,23:00
R1034,M1,2025-03-09,03:00
R1035,M2,2025-03-09,05:00
R1036,M2,2025-03-09,05:30
R1037,M5,2025-03-09,07:30
R1038,M4,2025-03-09,11:30
R1039,M3,2025-03-09,12:30
R1040,M4,2025-03-09,16:30
R1041,M1,2025-03-09,18:30
R1042,M4,2025-03-09,22:30
R1043,M3,2025-03-09,23:00
R1044,M1,2025-03-09,23:30
R1045,M5,2025-03-10,00:00
R1046,M3,2025-03-10,00:30
R1047,M1,2025-03-10,04:30
R1048,M2,2025-03-10,08:30
R1049,M3,2025-03-10,10:30
R1050,M4,2025-03-10,10:45
R1051,M3,2025-03-10,14:45
R1052,M1,2025-03-10,18:45
R1053,M1,2025-03-10,19:15
R1054,M3,2025-03-10,21:15
R1055,M1,2025-03-10,22:15
R1056,M4,2025-03-10,23:15
R1057,M5,2025-03-11,01:15
R1058,M3,2025-03-11,01:30
R1059,M3,2025-03-11,05:30
R1060,M2,2025-03-11,07:30
R1061,M1,2025-03-11,07:45
R1062,M4,2025-03-11,08:15
R1063,M4,2025-03-11,09:15
R1064,M5,2025-03-11,11:15
R1065,M5,2025-03-11,11:45
R1066,M4,2025-03-11,13:45
R1067,M1,2025-03-11,17:45
R1068,M1,2025-03-11,18:15
R1069,M1,2025-03-11,22:15
R1070,M2,2025-03-11,23:15
R1071,M5,2025-03-11,23:30
R1072,M5,2025-03-12,00:30
R1073,M2,2025-03-12,00:45
R1074,M4,2025-03-12,02:45
R1075,M2,2025-03-12,03:15
R1076,M5,2025-03-12,04:15
R1077,M2,2025-03-12,08:15
R1078,M5,2025-03-12,08:45
R1079,M1,2025-03-12,12:45
R1080,M5,2025-03-12,13:45
R1081,M4,2025-03-12,14:45
R1082,M5,2025-03-12,16:45
R1083,M5,2025-03-12,17:45
R1084,M1,2025-03-12,19:45
R1085,M1,2025-03-12,23:45
R1086,M2,2025-03-13,03:45
R1087,M4,2025-03-13,05:45
R1088,M1,2025-03-13,06:00
R1089,M3,2025-03-13,10:00
R1090,M4,2025-03-13,10:30
R1091,M5,2025-03-13,10:45
R1092,M2,2025-03-13,11:45
R1093,M3,2025-03-13,12:45
R1094,M3,2025-03-13,16:45
R1095,M2,2025-03-13,20:45
R1096,M2,2025-03-13,22:45
R1097,M4,2025-03-13,23:00
R1098,M2,2025-03-14,01:00
R1099,M5,2025-03-14,01:30
R1100,M4,2025-03-14,05:30
R1101,M3,2025-03-14,07:30
R1102,M1,2025-03-14,07:45
R1103,M1,2025-03-14,08:45
R1104,M2,2025-03-14,12:45
R1105,M5,2025-03-14,13:45
R1106,M2,2025-03-14,14:15
R1107,M3,2025-03-14,18:15
R1108,M1,2025-03-14,20:15
R1109,M1,2025-03-15,00:15
R1110,M3,2025-03-15,02:15
R1111,M3,2025-03-15,06:15
R1112,M4,2025-03-15,06:30
R1113,M4,2025-03-15,08:30
R1114,M2,2025-03-15,10:30
R1115,M2,2025-03-15,11:00
R1116,M5,2025-03-15,15:00
R1117,M3,2025-03-15,16:00
R1118,M1,2025-03-15,16:15
R1119,M5,2025-03-15,20:15
R1120,M2,2025-03-15,21:15
R1121,M5,2025-03-15,22:15
R1122,M1,2025-03-15,23:15
R1123,M2,2025-03-15,23:30
R1124,M3,2025-03-16,00:00
R1125,M2,2025-03-16,02:00
R1126,M1,2025-03-16,02:30
R1127,M3,2025-03-16,03:00
R1128,M2,2025-03-16,03:30
R1129,M4,2025-03-16,04:30
R1130,M3,2025-03-16,05:30
R1131,M3,2025-03-16,06:00
R1132,M5,2025-03-16,10:00
R1133,M2,2025-03-16,14:00
R1134,M5,2025-03-16,18:00
R1135,M3,2025-03-16,18:15
R1136,M2,2025-03-16,18:30
R1137,M4,2025-03-16,18:45
R1138,M5,2025-03-16,19:15
R1139,M3,2025-03-16,19:45
R1140,M5,2025-03-16,20:00
R1141,M1,2025-03-16,20:30
R1142,M5,2025-03-16,22:30
R1143,M4,2025-03-17,00:30
R1144,M5,2025-03-17,00:45
R1145,M2,2025-03-17,02:45
R1146,M1,2025-03-17,04:45
R1147,M3,2025-03-17,06:45
R1148,M3,2025-03-17,08:45
R1149,M2,2025-03-17,09:45
R1150,M5,2025-03-17,11:45
R1151,M1,2025-03-17,12:45
R1152,M1,2025-03-17,13:15
R1153,M1,2025-03-17,14:15
R1154,M2,2025-03-17,18:15
R1155,M5,2025-03-17,20:15
R1156,M2,2025-03-18,00:15
R1157,M5,2025-03-18,02:15
R1158,M5,2025-03-18,06:15
R1159,M2,2025-03-18,10:15
R1160,M3,2025-03-18,10:30
R1161,M2,2025-03-18,11:30
R1162,M3,2025-03-18,12:30
R1163,M4,2025-03-18,13:00
R1164,M1,2025-03-18,17:00
R1165,M2,2025-03-18,19:00
R1166,M4,2025-03-18,19:30
R1167,M2,2025-03-18,19:45
R1168,M1,2025-03-18,20:15
R1169,M1,2025-03-18,20:45
R1170,M4,2025-03-18,21:00
R1171,M3,2025-03-18,21:30
R1172,M4,2025-03-18,22:00
R1173,M5,2025-03-19,02:00
R1174,M3,2025-03-19,03:00
R1175,M1,2025-03-19,03:30
R1176,M2,2025-03-19,04:00
R1177,M2,2025-03-19,04:30
R1178,M5,2025-03-19,06:30
R1179,M2,2025-03-19,07:30
R1180,M2,2025-03-19,08:30
R1181,M3,2025-03-19,10:30
R1182,M1,2025-03-19,14:30
R1183,M3,2025-03-19,14:45
R1184,M5,2025-03-19,15:15
R1185,M3,2025-03-19,17:15
R1186,M5,2025-03-19,17:45
R1187,M1,2025-03-19,18:45
R1188,M2,2025-03-19,19:00
R1189,M3,2025-03-19,19:30
R1190,M2,2025-03-19,20:00
R1191,M2,2025-03-19,20:30
R1192,M5,2025-03-19,22:30
R1193,M4,2025-03-20,02:30
R1194,M1,2025-03-20,06:30
R1195,M3,2025-03-20,07:00
R1196,M3,2025-03-20,07:30
R1197,M5,2025-03-20,11:30
R1198,M3,2025-03-20,12:00
R1199,M2,2025-03-20,12:15
R1200,M1,2025-03-20,13:15
R1201,M2,2025-03-20,17:15
R1202,M4,2025-03-20,18:15
R1203,M1,2025-03-20,22:15
R1204,M1,2025-03-20,22:30
R1205,M1,2025-03-21,00:30
R1206,M5,2025-03-21,00:45
R1207,M4,2025-03-21,02:45
R1208,M5,2025-03-21,03:15
R1209,M1,2025-03-21,07:15
R1210,M3,2025-03-21,09:15
R1211,M4,2025-03-21,09:30
R1212,M2,2025-03-21,10:30
R1213,M2,2025-03-21,12:30
R1214,M5,2025-03-21,13:30
R1215,M4,2025-03-21,13:45
R1216,M2,2025-03-21,14:15
R1217,M5,2025-03-21,14:45
R1218,M4,2025-03-21,15:00
R1219,M2,2025-03-21,15:30
R1220,M3,2025-03-21,17:30
R1221,M4,2025-03-21,18:30
R1222,M5,2025-03-21,19:00
R1223,M1,2025-03-21,20:00
R1224,M3,2025-03-22,00:00
R1225,M1,2025-03-22,02:00
R1226,M5,2025-03-22,03:00
R1227,M4,2025-03-22,03:30
R1228,M5,2025-03-22,04:00
R1229,M4,2025-03-22,06:00
R1230,M1,2025-03-22,06:15
R1231,M1,2025-03-22,07:15
R1232,M3,2025-03-22,07:45
R1233,M5,2025-03-22,08:15
R1234,M3,2025-03-22,08:45
R1235,M2,2025-03-22,09:15
R1236,M2,2025-03-22,09:45
R1237,M1,2025-03-22,10:15
R1238,M2,2025-03-22,14:15
R1239,M1,2025-03-22,16:15
R1240,M1,2025-03-22,16:45
R1241,M1,2025-03-22,17:00
R1242,M1,2025-03-22,18:00
R1243,M4,2025-03-22,19:00
R1244,M2,2025-03-22,23:00
R1245,M3,2025-03-22,23:15
R1246,M5,2025-03-23,01:15
R1247,M2,2025-03-23,01:45
R1248,M2,2025-03-23,03:45
R1249,M5,2025-03-23,07:45
R1250,M4,2025-03-23,08:15
R1251,M3,2025-03-23,08:30
R1252,M1,2025-03-23,08:45
R1253,M3,2025-03-23,10:45
R1254,M2,2025-03-23,12:45
R1255,M3,2025-03-23,13:45
R1256,M4,2025-03-23,14:15
R1257,M1,2025-03-23,14:45
R1258,M2,2025-03-23,16:45
R1259,M2,2025-03-23,20:45
R1260,M1,2025-03-23,21:45
R1261,M4,2025-03-23,22:15
R1262,M1,2025-03-23,22:45
R1263,M3,2025-03-23,23:15
R1264,M2,2025-03-24,03:15
R1265,M1,2025-03-24,04:15
R1266,M5,2025-03-24,08:15
R1267,M2,2025-03-24,10:15
R1268,M5,2025-03-24,12:15
R1269,M3,2025-03-24,13:15
R1270,M5,2025-03-24,14:15
R1271,M4,2025-03-24,15:15
R1272,M3,2025-03-24,16:15
R1273,M5,2025-03-24,17:15
R1274,M4,2025-03-24,21:15
R1275,M2,2025-03-24,21:45
R1276,M3,2025-03-24,22:45
R1277,M1,2025-03-25,00:45
R1278,M4,2025-03-25,02:45
R1279,M4,2025-03-25,03:15
R1280,M1,2025-03-25,07:15
R1281,M5,2025-03-25,07:45
R1282,M4,2025-03-25,08:00
R1283,M4,2025-03-25,12:00
R1284,M3,2025-03-25,13:00
R1285,M4,2025-03-25,13:30
R1286,M4,2025-03-25,15:30
R1287,M1,2025-03-25,16:00
R1288,M3,2025-03-25,16:30
R1289,M4,2025-03-25,20:30
R1290,M4,2025-03-26,00:30
R1291,M3,2025-03-26,00:45
R1292,M4,2025-03-26,01:00
R1293,M2,2025-03-26,01:15
R1294,M1,2025-03-26,01:30
R1295,M3,2025-03-26,05:30
R1296,M3,2025-03-26,06:30
R1297,M4,2025-03-26,10:30
R1298,M1,2025-03-26,10:45
R1299,M3,2025-03-26,11:45
R1300,M2,2025-03-26,13:45
R1301,M3,2025-03-26,17:45
R1302,M1,2025-03-26,19:45
R1303,M4,2025-03-26,21:45
R1304,M1,2025-03-26,22:15
R1305,M5,2025-03-27,02:15
R1306,M5,2025-03-27,02:45
R1307,M5,2025-03-27,03:45
R1308,M2,2025-03-27,04:15
R1309,M4,2025-03-27,05:15
R1310,M5,2025-03-27,07:15
R1311,M3,2025-03-27,08:15
R1312,M2,2025-03-27,12:15
R1313,M1,2025-03-27,12:30
R1314,M5,2025-03-27,13:00
R1315,M5,2025-03-27,17:00
R1316,M1,2025-03-27,17:30
R1317,M3,2025-03-27,18:30
R1318,M4,2025-03-27,18:45
R1319,M2,2025-03-27,19:45
R1320,M1,2025-03-27,20:45
R1321,M1,2025-03-27,21:15
R1322,M4,2025-03-27,22:15
R1323,M2,2025-03-27,22:30
R1324,M5,2025-03-27,23:00
R1325,M2,2025-03-28,03:00
R1326,M1,2025-03-28,05:00
R1327,M5,2025-03-28,07:00
R1328,M3,2025-03-28,08:00
R1329,M4,2025-03-28,12:00
R1330,M2,2025-03-28,12:15
R1331,M4,2025-03-28,12:45
R1332,M2,2025-03-28,14:45
R1333,M2,2025-03-28,15:00
R1334,M3,2025-03-28,15:15
R1335,M4,2025-03-28,17:15
R1336,M4,2025-03-28,19:15
R1337,M4,2025-03-28,20:15
R1338,M4,2025-03-28,22:15
R1339,M2,2025-03-28,22:30
R1340,M1,2025-03-29,02:30
R1341,M5,2025-03-29,03:00
R1342,M1,2025-03-29,04:00
R1343,M2,2025-03-29,04:30
R1344,M1,2025-03-29,05:30
R1345,M3,2025-03-29,07:30
R1346,M4,2025-03-29,07:45
R1347,M5,2025-03-29,11:45
R1348,M3,2025-03-29,13:45
R1349,M3,2025-03-29,14:15
R1350,M1,2025-03-29,16:15
R1351,M1,2025-03-29,20:15
R1352,M5,2025-03-29,20:45
R1353,M2,2025-03-30,00:45
R1354,M5,2025-03-30,04:45
R1355,M1,2025-03-30,05:45
R1356,M2,2025-03-30,09:45
R1357,M3,2025-03-30,10:00
R1358,M5,2025-03-30,14:00
R1359,M5,2025-03-30,15:00
R1360,M3,2025-03-30,19:00
R1361,M2,2025-03-30,19:15
R1362,M1,2025-03-30,23:15
R1363,M1,2025-03-30,23:45
R1364,M2,2025-03-31,00:15
R1365,M2,2025-03-31,00:45
R1366,M2,2025-03-31,01:00
R1367,M2,2025-03-31,03:00
R1368,M2,2025-03-31,04:00
R1369,M4,2025-03-31,05:00
R1370,M3,2025-03-31,05:15
R1371,M4,2025-03-31,06:15
R1372,M4,2025-03-31,06:45
R1373,M5,2025-03-31,07:15
R1374,M5,2025-03-31,07:30
R1375,M1,2025-03-31,09:30
R1376,M2,2025-03-31,10:00
R1377,M4,2025-03-31,12:00
R1378,M2,2025-03-31,14:00
R1379,M1,2025-03-31,14:30
R1380,M2,2025-03-31,15:30
R1381,M1,2025-03-31,16:30
R1382,M2,2025-03-31,17:00
R1383,M4,2025-03-31,17:30
R1384,M3,2025-03-31,21:30
R1385,M3,2025-03-31,22:00
R1386,M3,2025-03-31,23:00
R1387,M1,2025-04-01,00:00
R1388,M2,2025-04-01,00:15
R1389,M2,2025-04-01,02:15
R1390,M3,2025-04-01,02:30
R1391,M4,2025-04-01,03:00
R1392,M2,2025-04-01,03:30
R1393,M5,2025-04-01,04:30
R1394,M5,2025-04-01,04:45
R1395,M3,2025-04-01,08:45
R1396,M4,2025-04-01,12:45
R1397,M5,2025-04-01,16:45
R1398,M4,2025-04-01,18:45
R1399,M2,2025-04-01,22:45
R1400,M5,2025-04-02,02:45
R1401,M1,2025-04-02,04:45
R1402,M2,2025-04-02,06:45
R1403,M1,2025-04-02,10:45
R1404,M3,2025-04-02,11:45
R1405,M5,2025-04-02,12:00
R1406,M2,2025-04-02,14:00
R1407,M4,2025-04-02,16:00
R1408,M5,2025-04-02,17:00
R1409,M4,2025-04-02,17:15
R1410,M4,2025-04-02,17:30
R1411,M3,2025-04-02,18:00
R1412,M4,2025-04-02,22:00
R1413,M1,2025-04-02,22:15
R1414,M2,2025-04-02,22:45
R1415,M3,2025-04-03,00:45
R1416,M4,2025-04-03,01:15
R1417,M1,2025-04-03,03:15
R1418,M1,2025-04-03,03:45
R1419,M3,2025-04-03,04:45
R1420,M5,2025-04-03,08:45
R1421,M5,2025-04-03,10:45
R1422,M5,2025-04-03,12:45
R1423,M5,2025-04-03,13:15
R1424,M2,2025-04-03,15:15
R1425,M2,2025-04-03,15:30
R1426,M4,2025-04-03,17:30
R1427,M3,2025-04-03,19:30
R1428,M4,2025-04-03,20:00
R1429,M5,2025-04-03,21:00
R1430,M2,2025-04-04,01:00
R1431,M4,2025-04-04,01:30
R1432,M4,2025-04-04,01:45
R1433,M2,2025-04-04,05:45
R1434,M3,2025-04-04,07:45
R1435,M5,2025-04-04,08:00
R1436,M3,2025-04-04,10:00
R1437,M5,2025-04-04,14:00
R1438,M2,2025-04-04,16:00
R1439,M1,2025-04-04,18:00
R1440,M5,2025-04-04,18:30
R1441,M2,2025-04-04,22:30
R1442,M4,2025-04-04,23:00
R1443,M4,2025-04-05,00:00
R1444,M2,2025-04-05,00:30
R1445,M2,2025-04-05,00:45
R1446,M2,2025-04-05,01:45
R1447,M3,2025-04-05,02:45
R1448,M4,2025-04-05,04:45
R1449,M2,2025-04-05,05:00
R1450,M3,2025-04-05,06:00
R1451,M4,2025-04-05,06:15
R1452,M4,2025-04-05,06:45
R1453,M5,2025-04-05,08:45
R1454,M3,2025-04-05,09:00
R1455,M4,2025-04-05,09:15
R1456,M2,2025-04-05,10:15
R1457,M1,2025-04-05,12:15
R1458,M4,2025-04-05,12:45
R1459,M4,2025-04-05,14:45
R1460,M1,2025-04-05,15:15
R1461,M2,2025-04-05,17:15
R1462,M4,2025-04-05,21:15
R1463,M2,2025-04-05,21:45
R1464,M2,2025-04-06,01:45
R1465,M4,2025-04-06,02:45
R1466,M5,2025-04-06,04:45
R1467,M2,2025-04-06,05:15
R1468,M3,2025-04-06,07:15
R1469,M5,2025-04-06,07:30
R1470,M5,2025-04-06,07:45
R1471,M1,2025-04-06,11:45
R1472,M3,2025-04-06,12:00
R1473,M2,2025-04-06,12:15
R1474,M3,2025-04-06,13:15
R1475,M2,2025-04-06,15:15
R1476,M5,2025-04-06,16:15
R1477,M4,2025-04-06,16:30
R1478,M4,2025-04-06,16:45
R1479,M1,2025-04-06,18:45
R1480,M4,2025-04-06,19:45
R1481,M5,2025-04-06,21:45
R1482,M2,2025-04-06,23:45
R1483,M2,2025-04-07,00:15
R1484,M4,2025-04-07,01:15
R1485,M4,2025-04-07,03:15
R1486,M3,2025-04-07,03:45
R1487,M2,2025-04-07,05:45
R1488,M3,2025-04-07,09:45
R1489,M5,2025-04-07,10:00
R1490,M3,2025-04-07,12:00
R1491,M2,2025-04-07,14:00
R1492,M4,2025-04-07,14:30
R1493,M1,2025-04-07,15:00
R1494,M3,2025-04-07,16:00
R1495,M3,2025-04-07,17:00
R1496,M1,2025-04-07,21:00
R1497,M5,2025-04-08,01:00
R1498,M5,2025-04-08,03:00
R1499,M5,2025-04-08,03:15
R1500,M4,2025-04-08,04:15
R1501,M3,2025-04-08,08:15
R1502,M5,2025-04-08,09:15
R1503,M3,2025-04-08,13:15
R1504,M4,2025-04-08,15:15
R1505,M1,2025-04-08,15:45
R1506,M3,2025-04-08,19:45
R1507,M4,2025-04-08,20:00
R1508,M1,2025-04-08,20:15
R1509,M1,2025-04-08,20:45
R1510,M5,2025-04-08,22:45
R1511,M2,2025-04-08,23:15
R1512,M1,2025-04-09,03:15
R1513,M3,2025-04-09,07:15
R1514,M5,2025-04-09,07:30
R1515,M3,2025-04-09,08:30
R1516,M4,2025-04-09,12:30
R1517,M2,2025-04-09,13:00
R1518,M3,2025-04-09,17:00
R1519,M4,2025-04-09,19:00
R1520,M5,2025-04-09,19:15
R1521,M5,2025-04-09,20:15
R1522,M4,2025-04-09,20:45
R1523,M3,2025-04-09,22:45
R1524,M4,2025-04-09,23:45
R1525,M2,2025-04-10,03:45
R1526,M4,2025-04-10,04:00
R1527,M3,2025-04-10,06:00
R1528,M3,2025-04-10,06:30
R1529,M5,2025-04-10,06:45
R1530,M2,2025-04-10,07:15
R1531,M1,2025-04-10,11:15
R1532,M4,2025-04-10,11:30
R1533,M2,2025-04-10,11:45
R1534,M5,2025-04-10,15:45
R1535,M5,2025-04-10,19:45
R1536,M4,2025-04-10,20:15
R1537,M5,2025-04-10,22:15
R1538,M5,2025-04-11,00:15
R1539,M2,2025-04-11,02:15
R1540,M3,2025-04-11,04:15
R1541,M3,2025-04-11,06:15
R1542,M5,2025-04-11,10:15
R1543,M5,2025-04-11,12:15
R1544,M1,2025-04-11,12:45
R1545,M1,2025-04-11,13:45
R1546,M2,2025-04-11,14:00
R1547,M2,2025-04-11,16:00
R1548,M4,2025-04-11,16:15
R1549,M3,2025-04-11,16:45
R1550,M3,2025-04-11,17:00
R1551,M4,2025-04-11,18:00
R1552,M1,2025-04-11,20:00
R1553,M1,2025-04-11,20:15
R1554,M1,2025-04-11,20:45
R1555,M2,2025-04-11,21:45
R1556,M2,2025-04-11,22:15
R1557,M5,2025-04-12,00:15
R1558,M3,2025-04-12,00:45
R1559,M3,2025-04-12,01:45
R1560,M3,2025-04-12,05:45
R1561,M5,2025-04-12,06:15
R1562,M4,2025-04-12,07:15
R1563,M2,2025-04-12,07:45
R1564,M5,2025-04-12,09:45
R1565,M2,2025-04-12,11:45
R1566,M5,2025-04-12,12:00
R1567,M3,2025-04-12,13:00
R1568,M5,2025-04-12,13:15
R1569,M5,2025-04-12,13:30
R1570,M5,2025-04-12,15:30
R1571,M5,2025-04-12,15:45
R1572,M4,2025-04-12,19:45
R1573,M5,2025-04-12,20:45
R1574,M4,2025-04-12,21:45
R1575,M5,2025-04-12,22:00
R1576,M4,2025-04-12,23:00
R1577,M4,2025-04-12,23:30
R1578,M4,2025-04-13,00:00
R1579,M1,2025-04-13,00:15
R1580,M5,2025-04-13,00:30
R1581,M2,2025-04-13,01:00
R1582,M4,2025-04-13,02:00
R1583,M4,2025-04-13,04:00
R1584,M2,2025-04-13,05:00
R1585,M1,2025-04-13,05:15
R1586,M4,2025-04-13,05:30
R1587,M2,2025-04-13,06:30
R1588,M2,2025-04-13,07:30
R1589,M1,2025-04-13,09:30
R1590,M2,2025-04-13,11:30
R1591,M3,2025-04-13,12:30
R1592,M2,2025-04-13,13:30
R1593,M2,2025-04-13,15:30
R1594,M3,2025-04-13,15:45
R1595,M3,2025-04-13,16:00
R1596,M3,2025-04-13,18:00
R1597,M3,2025-04-13,19:00
R1598,M2,2025-04-13,20:00
R1599,M2,2025-04-13,20:30
R1600,M2,2025-04-13,20:45
R1601,M1,2025-04-13,21:00
R1602,M1,2025-04-13,21:30
R1603,M4,2025-04-13,23:30
R1604,M4,2025-04-14,00:00
R1605,M3,2025-04-14,00:15
R1606,M3,2025-04-14,01:15
R1607,M5,2025-04-14,01:45
R1608,M1,2025-04-14,02:45
